id,solicitante,soliciado_em,executado_em,intervalo_em_seg,valor
666,29,2021-11-04 16:58:28,2021-12-03 12:38:27,2489998.85,870.00000
669,29,2021-11-04 16:58:28,2021-12-03 12:38:27,2489998.98,25230.00000
671,30,2021-11-04 16:58:28,2021-12-03 12:38:27,2489999.05,18000.00000
680,31,2021-11-04 16:58:28,2021-12-03 12:38:28,2489999.41,26660.00000
679,31,2021-11-04 16:58:28,2021-12-03 12:38:28,2489999.36,11470.00000
686,31,2021-11-04 16:58:28,2021-12-03 12:38:28,2489999.65,12400.00000
564,20,2021-11-04 16:58:26,2021-12-03 12:38:20,2489994.44,11000.00000
697,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.11,13950.00000
707,31,2021-11-04 16:58:29,2021-12-03 12:38:30,2490000.56,29450.00000
706,31,2021-11-04 16:58:29,2021-12-03 12:38:30,2490000.52,17980.00000
713,31,2021-11-04 16:58:29,2021-12-03 12:38:30,2490000.81,8060.00000
712,31,2021-11-04 16:58:29,2021-12-03 12:38:30,2490000.77,18290.00000
719,32,2021-11-04 16:58:29,2021-12-03 12:38:30,2490001.05,16000.00000
737,32,2021-11-04 16:58:30,2021-12-03 12:38:32,2490001.91,23360.00000
   ---    sujeira ---
743,33,2021-11-04 16:58:30,2021-12-03 12:38:32,2490002.18,7590.00000
752,33,2021-11-04 16:58:30,2021-12-03 12:38:33,2490002.62,28710,00000
760,33,2021-11-04 16:58:30,2021-12-03 12:38:33,2490003.01,22110.00000
769,33,2021-11-04 16:58:30,2021-12-03 12:38:34,2490003.46,7920.00000
751,33,2021-11-04 16:58:30,2021-12-03 12:38:32,2490002.57,27720.00000
784,34,2021-11-04 16:58:30,2021-12-03 12:38:35,2490004.19,34000.00000
780,34,2021-11-04 16:58:30,2021-12-03 12:38:34,2490003.99,9180.00000
793,34,2021-11-04 16:58:31,2021-12-03 12:38:35,2490004.64,10880.00000
787,34,2021-11-04 16:58:31,2021-12-03 12:38:35,2490004.34,20400.00000
788,34,2021-11-04 16:58:31,2021-12-03 12:38:35,2490004.39,2380.00000
515,18,2021-11-04 16:58:24,2021-12-03 12:38:17,2489992.25,9000.00000
575,21,2021-11-04 16:58:26,2021-12-03 12:38:21,2489994.92,5670.00000
622,24,2021-11-04 16:58:27,2021-12-03 12:38:24,2489997.06,6720.00000
663,29,2021-11-04 16:58:28,9999-12-03 12:38:27,2489998.74,28130.00000
696,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.07,29760.00000
698,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.16,24490.00000
701,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.28,23870.00000
749,33,2021-11-04 16:58:30,2021-12-03 12:38:32,2490002.47,31020.00000
714,31,2021-11-04 16:58:29,2021-12-03 12:38:30,2490000.85,17050.00000
720,32,2021-11-04 16:58:29,2021-12-03 12:38:30,2490001.10,8960.00000
748,33,2021-11-04 16:58:30,2021-12-03 12:38:32,2490002.43,22110.00000
750,33,2021-11-04 16:58:30,2021-12-03 12:38:32,2490002.52,3960.00000
756,33,2021-11-04 16:58:30,2021-12-03 12:38:33,2490002.81,660.00000
758,33,2021-11-04 16:58:30,2021-12-03 12:38:33,2490002.91,15510.00000
759,33,2021-11-04 16:58:30,2021-12-03 12:38:33,2490002.96,25410.00000
779,34,2021-11-04 16:58:30,2021-12-03 12:38:34,2490003.95,26180.00000
785,34,2021-11-04 16:58:30,2021-12-03 12:38:35,2490004.24,26520.00000
786,34,2021-11-04 16:58:31,2021-12-03 12:38:35,2490004.29,2380.00000
