id,solicitante,soliciado_em,executado_em,intervalo_em_seg,valor
397,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489986.86,10400.00000
398,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489986.91,11440.00000
399,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489986.96,6110.00000
400,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489987.01,8320.00000
401,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489987.05,1300.00000
402,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489987.10,7150.00000
403,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489987.15,5070.00000
405,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489987.24,2340.00000
418,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.81,6860.00000
404,13,2021-11-04 16:58:22,2021-12-03 12:38:09,2489987.20,7150.00000
411,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.49,10920.00000
412,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.52,3220.00000
413,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.57,7560.00000
414,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.62,560.00000
415,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.66,8680.00000
416,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.71,12460.00000
417,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.76,2660.00000
410,14,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.45,4340.00000
408,13,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.37,7280.00000
407,13,2021-11-04 16:58:22,2021-12-03 12:38:10,2489987.33,12090.00000
422,14,2021-11-04 16:58:23,2021-12-03 12:38:11,2489988.00,13020.00000
423,15,2021-11-04 16:58:23,2021-12-03 12:38:11,2489988.04,1200.00000
443,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489989.00,9900.00000
619,24,2021-11-04 16:58:27,2021-12-03 12:38:24,2489996.94,13440.00000
428,15,2021-11-04 16:58:23,2021-12-03 12:38:11,2489988.27,11550.00000
429,15,2021-11-04 16:58:23,2021-12-03 12:38:11,2489988.31,1500.00000
645,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489998.01,2340.00000
450,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489989.33,13650.00000
431,15,2021-11-04 16:58:23,2021-12-03 12:38:11,2489988.40,2550.00000
442,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489988.95,11100.00000
652,27,2021-11-04 16:58:28,2021-12-03 12:38:26,2489998.29,3510.00000
440,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489988.86,11850.00000
441,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489988.90,13500.00000
436,15,2021-11-04 16:58:23,2021-12-03 12:38:11,2489988.67,9600.00000
653,27,2021-11-04 16:58:28,2021-12-03 12:38:26,2489998.33,16470.00000
437,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489988.72,11850.00000
448,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489989.24,11700.00000
814,35,2021-11-04 16:58:31,2021-12-03 12:38:37,2490005.66,8050.00000
446,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489989.14,150.00000
447,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489989.19,5100.00000
454,15,2021-11-04 16:58:23,2021-12-03 12:38:13,2489989.51,12300.00000
457,15,2021-11-04 16:58:23,2021-12-03 12:38:13,2489989.64,10500.00000
523,19,2021-11-04 16:58:25,2021-12-03 12:38:17,2489992.59,9500.00000
654,27,2021-11-04 16:58:28,2021-12-03 12:38:26,2489998.38,13230.00000
818,35,2021-11-04 16:58:31,2021-12-03 12:38:37,2490005.87,26250.00000
820,35,2021-11-04 16:58:31,2021-12-03 12:38:37,2490005.96,6300.00000
588,23,2021-11-04 16:58:26,2021-12-03 12:38:22,2489995.50,16790.00000
596,23,2021-11-04 16:58:26,2021-12-03 12:38:22,2489995.88,11040.00000
601,23,2021-11-04 16:58:26,2021-12-03 12:38:22,2489996.11,23000.00000
603,23,2021-11-04 16:58:26,2021-12-03 12:38:23,2489996.20,14260.00000
608,23,2021-11-04 16:58:27,2021-12-03 12:38:23,2489996.42,18170.00000
613,23,2021-11-04 16:58:27,2021-12-03 12:38:23,2489996.67,14260.00000
708,31,2021-11-04 16:58:29,2021-12-03 12:38:30,2490000.60,2480.00000
599,23,2021-11-04 16:58:26,2021-12-03 12:38:22,2489996.02,11500.00000
621,24,2021-11-04 16:58:27,2021-12-03 12:38:24,2489997.02,20160.00000
826,35,2021-11-04 16:58:31,2021-12-03 12:38:37,2490006.25,12250.00000
524,19,2021-11-04 16:58:25,2021-12-03 12:38:17,2489992.63,7980.00000
842,36,2021-11-04 16:58:32,2021-12-03 12:38:39,2490007.02,30600.00000
846,36,2021-11-04 16:58:32,2021-12-03 12:38:39,2490007.20,6120.00000
854,36,2021-11-04 16:58:32,2021-12-03 12:38:39,2490007.57,27720.00000
699,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.20,7440.00000
507,18,2021-11-04 16:58:24,2021-12-03 12:38:16,2489991.88,8820.00000
655,27,2021-11-04 16:58:28,2021-12-03 12:38:26,2489998.42,25920.00000
858,36,2021-11-04 16:58:32,2021-12-03 12:38:40,2490007.74,23400.00000
661,29,2021-11-04 16:58:28,2021-12-03 12:38:26,2489998.65,1450.00000
517,19,2021-11-04 16:58:25,2021-12-03 12:38:17,2489992.32,7790.00000
702,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.35,5580.00000
704,31,2021-11-04 16:58:29,2021-12-03 12:38:29,2490000.43,12710.00000
624,24,2021-11-04 16:58:27,2021-12-03 12:38:24,2489997.14,21360.00000
626,24,2021-11-04 16:58:27,2021-12-03 12:38:24,2489997.22,240.00000
627,24,2021-11-04 16:58:27,2021-12-03 12:38:24,2489997.26,23760.00000
863,36,2021-11-04 16:58:32,2021-12-03 12:38:40,2490007.95,11880.00000
10,2,2021-11-04 16:58:14,2021-12-03 12:37:44,2489969.86,1340.00000
629,25,2021-11-04 16:58:27,2021-12-03 12:38:24,2489997.34,15000.00000
22,2,2021-11-04 16:58:14,2021-12-03 12:37:45,2489970.49,460.00000
23,2,2021-11-04 16:58:14,2021-12-03 12:37:45,2489970.54,40.00000
30,2,2021-11-04 16:58:14,2021-12-03 12:37:45,2489970.85,1940.00000
48,3,2021-11-04 16:58:15,2021-12-03 12:37:46,2489971.59,810.00000
49,3,2021-11-04 16:58:15,2021-12-03 12:37:46,2489971.64,300.00000
50,3,2021-11-04 16:58:15,2021-12-03 12:37:47,2489971.68,990.00000
55,3,2021-11-04 16:58:15,2021-12-03 12:37:47,2489971.89,2370.00000
634,25,2021-11-04 16:58:27,2021-12-03 12:38:25,2489997.55,6750.00000
635,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489997.59,17160.00000
667,29,2021-11-04 16:58:28,2021-12-03 12:38:27,2489998.89,13920.00000
636,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489997.63,22360.00000
670,30,2021-11-04 16:58:28,2021-12-03 12:38:27,2489999.01,9600.00000
520,19,2021-11-04 16:58:25,2021-12-03 12:38:17,2489992.46,17290.00000
638,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489997.71,2860.00000
639,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489997.76,6760.00000
637,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489997.67,13260.00000
641,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489997.85,12480.00000
644,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489997.97,15080.00000
646,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489998.05,13000.00000
648,26,2021-11-04 16:58:27,2021-12-03 12:38:26,2489998.13,3380.00000
643,26,2021-11-04 16:58:27,2021-12-03 12:38:25,2489997.94,15600.00000
649,27,2021-11-04 16:58:27,2021-12-03 12:38:26,2489998.17,17820.00000
674,31,2021-11-04 16:58:28,2021-12-03 12:38:27,2489999.18,14260.00000
60,3,2021-11-04 16:58:15,2021-12-03 12:37:47,2489972.10,2670.00000
62,3,2021-11-04 16:58:15,2021-12-03 12:37:47,2489972.20,2460.00000
72,4,2021-11-04 16:58:15,2021-12-03 12:37:48,2489972.59,1320.00000
74,4,2021-11-04 16:58:15,2021-12-03 12:37:48,2489972.67,360.00000
522,19,2021-11-04 16:58:25,2021-12-03 12:38:17,2489992.54,7220.00000
672,30,2021-11-04 16:58:28,2021-12-03 12:38:27,2489999.09,12000.00000
656,27,2021-11-04 16:58:28,2021-12-03 12:38:26,2489998.46,17010.00000
673,30,2021-11-04 16:58:28,2021-12-03 12:38:27,2489999.15,18900.00000
658,28,2021-11-04 16:58:28,2021-12-03 12:38:26,2489998.54,11760.00000
501,18,2021-11-04 16:58:24,2021-12-03 12:38:16,2489991.60,15840.00000
659,28,2021-11-04 16:58:28,2021-12-03 12:38:26,2489998.58,20440.00000
665,29,2021-11-04 16:58:28,2021-12-03 12:38:27,2489998.82,14210.00000
664,29,2021-11-04 16:58:28,2021-12-03 12:38:27,2489998.78,28130.00000
510,18,2021-11-04 16:58:24,2021-12-03 12:38:16,2489992.02,540.00000
724,32,2021-11-04 16:58:29,2021-12-03 12:38:31,2490001.29,1280.00000
90,6,2021-11-04 16:58:16,2021-12-03 12:37:49,2489973.29,3360.00000
736,32,2021-11-04 16:58:30,2021-12-03 12:38:31,2490001.87,24320.00000
91,6,2021-11-04 16:58:16,2021-12-03 12:37:49,2489973.33,4740.00000
100,6,2021-11-04 16:58:16,2021-12-03 12:37:50,2489973.72,4740.00000
746,33,2021-11-04 16:58:30,2021-12-03 12:38:32,2490002.33,15180.00000
668,29,2021-11-04 16:58:28,2021-12-03 12:38:27,2489998.93,9570.00000
738,33,2021-11-04 16:58:30,2021-12-03 12:38:32,2490001.95,24420.00000
741,33,2021-11-04 16:58:30,2021-12-03 12:38:32,2490002.09,20790.00000
529,20,2021-11-04 16:58:25,2021-12-03 12:38:18,2489992.83,800.00000
530,20,2021-11-04 16:58:25,2021-12-03 12:38:18,2489992.87,2200.00000
531,20,2021-11-04 16:58:25,2021-12-03 12:38:18,2489992.92,8400.00000
812,35,2021-11-04 16:58:31,2021-12-03 12:38:37,2490005.57,22400.00000
535,20,2021-11-04 16:58:25,2021-12-03 12:38:18,2489993.10,5000.00000
102,6,2021-11-04 16:58:16,2021-12-03 12:37:50,2489973.82,3600.00000
105,7,2021-11-04 16:58:16,2021-12-03 12:37:50,2489973.94,1470.00000
813,35,2021-11-04 16:58:31,2021-12-03 12:38:37,2490005.62,6300.00000
549,20,2021-11-04 16:58:25,2021-12-03 12:38:19,2489993.73,1000.00000
108,7,2021-11-04 16:58:16,2021-12-03 12:37:50,2489974.07,2380.00000
817,35,2021-11-04 16:58:31,2021-12-03 12:38:37,2490005.83,3150.00000
111,7,2021-11-04 16:58:16,2021-12-03 12:37:50,2489974.20,5390.00000
553,20,2021-11-04 16:58:25,2021-12-03 12:38:19,2489993.94,2600.00000
113,7,2021-11-04 16:58:16,2021-12-03 12:37:50,2489974.26,840.00000
345,12,2021-11-04 16:58:21,2021-12-03 12:38:06,2489984.66,2760.00000
555,20,2021-11-04 16:58:25,2021-12-03 12:38:19,2489994.03,15800.00000
821,35,2021-11-04 16:58:31,2021-12-03 12:38:37,2490006.01,22400.00000
557,20,2021-11-04 16:58:25,2021-12-03 12:38:20,2489994.12,18200.00000
103,6,2021-11-04 16:58:16,2021-12-03 12:37:50,2489973.86,3060.00000
822,35,2021-11-04 16:58:31,2021-12-03 12:38:37,2490006.06,12950.00000
560,20,2021-11-04 16:58:25,2021-12-03 12:38:20,2489994.26,1000.00000
559,20,2021-11-04 16:58:25,2021-12-03 12:38:20,2489994.21,3800.00000
7,2,2021-11-04 16:58:14,2021-12-03 12:37:44,2489969.74,1400.00000
115,7,2021-11-04 16:58:16,2021-12-03 12:37:51,2489974.35,6090.00000
765,33,2021-11-04 16:58:30,2021-12-03 12:38:33,2490003.26,8910.00000
768,33,2021-11-04 16:58:30,2021-12-03 12:38:34,2490003.41,11880.00000
117,7,2021-11-04 16:58:16,2021-12-03 12:37:51,2489974.43,6720.00000
568,21,2021-11-04 16:58:26,2021-12-03 12:38:20,2489994.61,13650.00000
771,33,2021-11-04 16:58:30,2021-12-03 12:38:34,2490003.56,3960.00000
775,33,2021-11-04 16:58:30,2021-12-03 12:38:34,2490003,75,13530.00000
773,33,2021-11-04 16:58:30,2021-12-03 12:38:34,2490003.65,20790.00000
104,7,2021-11-04 16:58:16,2021-12-03 12:37:50,2489973.90,3850.00000
562,20,2021-11-04 16:58:26,2021-12-03 12:38:20,2489994.34,16600.00000
571,21,2021-11-04 16:58:26,2021-12-03 12:38:20,2489994.73,17850.00000
781,34,2021-11-04 16:58:30,2021-12-03 12:38:34,2490004.04,10540.00000
563,20,2021-11-04 16:58:26,2021-12-03 12:38:20,2489994.39,4200.00000
744,33,2021-11-04 16:58:30,2021-12-03 12:38:32,2490002.23,19800.00000
574,21,2021-11-04 16:58:26,2021-12-03 12:38:21,2489994.86,12810.00000
721,32,2021-11-04 16:58:29,2021-12-03 12:38:31,2490001.15,13120.00000
577,21,2021-11-04 16:58:26,2021-12-03 12:38:21,2489995.00,19950.00000
677,31,2021-11-04 16:58:28,2021-12-03 12:38:28,2489999.29,16430.00000
579,21,2021-11-04 16:58:26,2021-12-03 12:38:21,2489995.10,11340.00000
580,22,2021-11-04 16:58:26,2021-12-03 12:38:21,2489995.14,15400.00000
676,31,2021-11-04 16:58:28,2021-12-03 12:38:27,2489999.26,31000.00000
434,15,2021-11-04 16:58:23,2021-12-03 12:38:11,2489988.55,2100.00000
92,6,2021-11-04 16:58:16,2021-12-03 12:37:49,2489973.38,5040.00000
581,22,2021-11-04 16:58:26,2021-12-03 12:38:21,2489995.18,2860.00000
435,15,2021-11-04 16:58:23,2021-12-03 12:38:11,2489988.62,13800.00000
583,22,2021-11-04 16:58:26,2021-12-03 12:38:21,2489995.27,11660.00000
584,22,2021-11-04 16:58:26,2021-12-03 12:38:21,2489995.32,11880.00000
590,23,2021-11-04 16:58:26,2021-12-03 12:38:22,2489995.60,4600.00000
95,6,2021-11-04 16:58:16,2021-12-03 12:37:49,2489973.51,5640.00000
582,22,2021-11-04 16:58:26,2021-12-03 12:38:21,2489995.23,15180.00000
439,15,2021-11-04 16:58:23,2021-12-03 12:38:12,2489988.81,4050.00000
592,23,2021-11-04 16:58:26,2021-12-03 12:38:22,2489995.69,14720.00000
97,6,2021-11-04 16:58:16,2021-12-03 12:37:49,2489973.59,2700.00000
452,15,2021-11-04 16:58:23,2021-12-03 12:38:13,2489989.42,450.00000
586,23,2021-11-04 16:58:26,2021-12-03 12:38:21,2489995.41,2530.00000
591,23,2021-11-04 16:58:26,2021-12-03 12:38:22,2489995.65,15180.00000
455,15,2021-11-04 16:58:23,2021-12-03 12:38:13,2489989.56,7050.00000
